time,open,high,low,close,volume
2023-08-30,68.38,68.94,68.04,68.51,280090
2023-08-31,68.6,68.81,67.74,67.74,295944
2023-09-05,68.17,68.77,67.95,68.08,336249
2023-09-06,67.87,68.6,67.87,68.17,239685
2023-09-07,68.34,69.03,68.3,68.81,235834
2023-09-08,68.94,69.37,68.6,68.85,286244
2023-09-11,69.28,72.84,69.28,71.81,846090
2023-09-12,72.84,73.1,71.94,72.41,483829
2023-09-13,72.5,72.8,71.38,71.51,686293
2023-09-14,75.46,75.46,72.11,73.06,1163769
2023-09-15,73.74,73.74,71.25,71.25,512171
2023-09-18,71.25,71.25,68.94,69.28,484644
2023-09-19,69.2,70.14,67.31,67.74,666746
2023-09-20,67.82,69.45,67.74,69.03,523433
2023-09-21,69.11,70.14,68.6,68.6,481004
2023-09-22,67.74,68.08,66.2,67.4,464405
2023-09-25,67.48,68.08,65.17,65.17,227565
2023-09-26,65.17,65.68,64.31,64.57,414487
2023-09-27,64.57,64.82,63.37,63.54,510277
2023-09-28,63.62,63.88,62.08,62.08,452919
2023-09-29,62.59,62.85,62.08,62.17,361434
2023-10-02,62.85,62.85,62.25,62.59,218669
2023-10-03,62.77,62.77,60.28,60.28,608829
2023-10-04,60.02,60.19,59.42,60.02,336122
2023-10-05,60.19,60.88,59.59,59.59,185500
2023-10-06,59.59,60.02,58.56,59.68,321281
2023-10-09,59.76,59.85,58.99,58.99,439058
2023-10-10,59.16,59.85,58.31,58.99,596943
2023-10-11,58.99,59.08,58.14,58.31,533399
2023-10-12,58.65,59.08,58.48,59.08,526803
2023-10-13,58.91,60.36,58.48,60.11,606209
2023-10-16,60.11,61.57,60.11,60.79,665224
2023-10-17,61.31,61.39,59.94,59.94,353145
2023-10-18,59.94,59.94,57.88,58.56,511837
2023-10-19,58.56,58.99,58.14,58.56,289806
2023-10-20,58.65,60.02,58.31,60.02,209811
2023-10-23,60.02,60.02,58.14,58.14,315753
2023-10-24,58.05,59.85,58.05,59.25,175642
2023-10-25,59.16,59.76,58.74,59.34,223692
2023-10-26,58.31,58.74,56.59,56.76,390174
2023-10-27,56.51,56.51,53.25,54.11,998568
2023-10-30,54.11,54.11,52.13,52.13,380510
2023-10-31,52.22,52.3,48.62,48.62,842881
2023-11-01,48.88,49.56,47.07,49.22,737226
2023-11-02,49.65,52.65,49.65,52.65,720414
2023-11-03,52.65,55.48,52.65,54.79,746541
2023-11-06,55.31,56.76,54.79,56.76,572517
2023-11-07,56.85,57.28,55.65,55.82,442456
2023-11-08,56.16,56.16,53.68,55.82,925486
2023-11-09,56.16,56.42,54.53,54.79,1036129
2023-11-10,54.71,54.71,53.42,53.51,741388
2023-11-13,53.51,54.45,52.39,52.56,574611
2023-11-14,52.99,54.28,52.91,53.16,735377
2023-11-15,54.19,55.31,54.11,54.19,1324511
2023-11-16,54.62,55.39,54.19,55.05,741541
2023-11-17,55.13,56.08,54.36,54.62,979081
2023-11-20,53.76,54.53,53.59,54.02,659933
2023-11-21,54.19,54.71,53.93,54.11,564067
2023-11-22,54.11,54.79,54.11,54.45,475292
2023-11-23,54.53,54.79,51.79,51.79,618168
2023-11-24,51.88,54.02,51.88,54.02,765112
2023-11-27,53.59,55.22,53.51,55.13,946921
2023-11-28,55.31,55.65,54.36,55.65,497673
2023-11-29,55.65,57.28,55.05,56.76,771466
2023-11-30,56.42,56.94,55.73,55.73,550389
2023-12-01,55.73,55.91,54.96,55.73,288446
2023-12-04,55.73,56.51,55.05,55.48,552915
2023-12-05,56.16,56.16,54.88,54.88,402334
2023-12-06,54.88,55.99,54.88,55.91,288994
2023-12-07,56.51,56.51,55.73,56.25,627406
2023-12-08,56.59,56.59,55.82,56.25,556866
2023-12-11,56.33,56.68,55.82,56.16,384307
2023-12-12,56.16,56.51,55.65,55.73,361335
2023-12-13,55.91,56.42,54.88,54.88,747146
2023-12-14,55.22,55.65,54.02,54.02,427966
2023-12-15,54.11,54.53,53.85,53.85,845260
2023-12-18,53.93,53.93,52.56,52.73,592149
2023-12-19,53.08,53.59,52.73,53.33,528498
2023-12-20,53.33,53.76,53.08,53.16,565769
2023-12-21,52.73,53.33,52.73,53.16,445382
2023-12-22,53.16,53.25,52.73,52.73,640727
2023-12-25,52.65,54.11,52.65,53.16,547509
2023-12-26,53.42,54.02,53.42,53.76,358033
2023-12-27,53.93,54.28,53.25,53.25,647201
2023-12-28,53.68,54.11,53.33,53.33,868844
2023-12-29,54.02,54.45,53.76,54.02,1569131
2024-01-02,54.79,55.13,54.28,54.45,771225
2024-01-03,54.62,54.62,54.19,54.45,558138
2024-01-04,54.62,54.97,54.62,54.8,774491
2024-01-05,54.8,54.8,54.1,54.36,709246
2024-01-08,54.36,54.71,54.36,54.54,655600
2024-01-09,54.45,54.71,54.01,54.1,559039
2024-01-10,54.1,54.1,53.22,53.39,822458
2024-01-11,53.39,54.27,53.39,53.92,489824
2024-01-12,53.92,53.92,53.13,53.66,498278
2024-01-15,53.57,54.01,53.04,53.04,443433
2024-01-16,53.13,53.22,52.78,53.04,266902
2024-01-17,53.04,53.22,52.87,53.04,470452
2024-01-18,53.31,53.31,53.04,53.13,446740
2024-01-19,54.27,54.27,53.39,53.92,715634
2024-01-22,54.1,54.1,53.39,53.48,360503
2024-01-23,53.48,53.57,52.95,52.95,346852
2024-01-24,52.95,53.13,52.78,52.95,472781
2024-01-25,52.95,53.04,51.64,51.64,1395775
2024-01-26,51.81,51.9,49.97,50.32,2068422
2024-01-29,50.32,51.81,50.32,50.85,702548
2024-01-30,50.93,50.93,50.23,50.23,733465
2024-01-31,50.32,50.85,49.44,49.44,1098018
2024-02-01,49.53,50.67,49.53,50.5,592985
2024-02-02,50.58,50.85,50.06,50.06,544853
2024-02-05,50.23,50.41,49.97,50.06,883732
2024-02-06,50.06,50.41,49.88,50.32,671760
2024-02-07,50.32,50.85,50.14,50.76,569318
2024-02-15,50.85,51.64,50.85,51.29,865475
2024-02-16,51.37,51.55,50.76,50.93,1079912
2024-02-19,50.93,51.02,50.23,50.85,1269141
2024-02-20,51.2,52.34,50.93,51.46,1644045
2024-02-21,51.81,51.81,50.85,51.02,1133039
2024-02-22,51.02,51.37,50.85,50.93,789630
2024-02-23,50.93,51.11,49.97,50.06,1500691
2024-02-26,50.23,50.41,49.53,49.71,810486
2024-02-27,49.71,49.71,49.0,49.44,1760729
2024-02-28,49.62,50.67,49.62,50.67,1091315
2024-02-29,50.93,51.99,50.85,51.37,2672516
2024-03-01,51.64,51.72,51.02,51.46,848894
2024-03-04,51.55,51.81,51.11,51.2,1253807
2024-03-05,51.29,51.72,50.85,51.72,1004691
2024-03-06,51.99,54.27,51.9,53.83,4282708
2024-03-07,53.83,54.71,52.95,53.22,2510848
2024-03-08,53.48,53.66,52.25,52.69,1826294
2024-03-11,52.69,53.13,51.81,52.08,2347402
2024-03-12,52.08,52.69,51.81,51.9,1291139
2024-03-13,52.08,52.34,51.46,52.34,1487461
2024-03-14,52.6,52.69,51.55,51.55,1459529
2024-03-15,51.55,51.64,50.41,50.93,2038776
2024-03-18,51.02,51.46,49.27,49.79,1834550
2024-03-19,50.32,50.41,49.71,49.97,654999
2024-03-20,50.06,50.14,49.53,49.97,740367
2024-03-21,50.41,50.58,50.14,50.23,738922
2024-03-22,50.5,50.58,50.14,50.32,699223
2024-03-25,50.32,50.67,49.88,50.06,1086958
2024-03-26,50.06,50.23,49.71,49.97,911011
2024-03-27,50.06,50.76,49.97,50.5,599038
2024-03-28,50.5,50.5,49.97,50.23,1075768
2024-03-29,50.41,50.41,49.79,49.79,619285
2024-04-01,49.79,50.14,49.71,49.88,601752
2024-04-02,49.97,49.97,49.44,49.53,1027947
2024-04-03,49.53,49.79,49.18,49.18,1442526
2024-04-04,49.35,49.71,49.35,49.62,992434
2024-04-05,49.62,49.62,49.27,49.27,948368
2024-04-08,49.35,49.35,48.56,48.56,1059929
2024-04-09,48.65,48.74,48.21,48.3,1019501
2024-04-10,48.56,48.74,48.39,48.56,523727
2024-04-11,48.39,48.83,48.3,48.65,494541
2024-04-12,48.74,49.44,48.65,49.18,957696
2024-04-15,49.18,49.18,47.86,48.3,928473
2024-04-16,48.3,48.3,46.54,48.12,1106910
2024-04-17,48.12,48.21,47.42,47.42,365654
2024-04-19,47.16,47.33,45.67,46.1,1186092
2024-04-22,46.89,47.16,46.54,46.72,357262
2024-04-23,46.98,47.07,45.93,46.54,374165
2024-04-24,46.81,47.25,46.63,47.07,467705
2024-04-25,47.07,48.74,47.07,47.77,1108298
2024-04-26,47.77,48.56,47.51,47.77,705831
2024-05-02,47.95,49.79,47.86,49.71,1581939
2024-05-03,50.06,50.14,49.71,49.79,785771
2024-05-06,49.79,50.5,49.62,50.06,885971
2024-05-07,50.06,50.85,49.62,50.67,914627
2024-05-08,50.58,52.69,50.06,51.72,2245283
2024-05-09,51.72,51.81,50.5,50.58,1041286
2024-05-10,50.67,51.02,50.32,50.58,785226
2024-05-13,50.58,50.85,49.79,49.97,726625
2024-05-14,50.06,50.5,49.97,50.14,479856
2024-05-15,50.23,50.93,50.23,50.58,897218
2024-05-16,50.67,51.02,50.5,50.5,770210
2024-05-17,50.76,51.72,50.5,51.02,1435808
2024-05-20,51.02,51.64,50.76,50.76,669938
2024-05-21,50.76,51.64,50.5,50.93,1172188
2024-05-22,51.2,51.46,50.5,50.5,928020
2024-05-23,50.76,52.43,50.5,52.25,1913528
2024-05-24,52.25,52.25,50.76,50.93,1323587
2024-05-27,50.93,51.46,50.93,51.37,654768
2024-05-28,51.55,53.57,51.29,53.57,2527809
2024-05-29,53.57,53.83,52.95,53.13,1469001
2024-05-30,52.34,52.69,51.2,52.08,1668613
2024-05-31,52.08,52.08,51.2,51.2,1492986
2024-06-03,51.81,52.78,51.55,52.16,1129204
2024-06-04,52.43,54.18,52.25,53.92,2339781
2024-06-05,54.45,57.61,54.27,57.61,2901042
2024-06-06,58.4,60.16,57.26,57.52,2273096
2024-06-07,57.61,60.95,57.61,59.63,2580958
2024-06-10,60.24,60.24,58.75,59.45,2029091
2024-06-11,59.45,59.89,58.57,59.37,1732213
2024-06-12,59.37,59.37,58.31,58.84,1707976
2024-06-13,59.1,59.1,57.52,57.61,1818241
2024-06-14,56.91,57.17,54.97,55.68,3856141
2024-06-17,55.68,56.55,54.97,55.85,1937986
2024-06-18,56.03,56.2,55.5,55.85,739771
2024-06-19,55.85,56.12,54.27,54.45,1466010
2024-06-20,54.71,55.15,53.22,54.54,949225
2024-06-21,54.97,55.15,54.01,54.01,961163
2024-06-24,54.54,55.24,53.31,54.01,950847
2024-06-25,54.01,54.27,52.08,53.22,1151267
2024-06-26,53.22,53.39,52.52,52.69,848970
2024-06-27,53.04,54.18,52.6,53.22,1076865
2024-06-28,53.57,53.83,52.69,52.69,948163
2024-07-01,53.22,53.48,52.87,53.48,279436
2024-07-02,53.57,53.74,53.31,53.74,425339
2024-07-03,53.83,54.01,53.57,54.01,450660
2024-07-04,54.54,54.54,53.57,53.57,680572
2024-07-05,54.02,54.11,52.66,52.66,1114172
2024-07-08,52.66,52.66,50.57,51.21,1319623
2024-07-09,51.3,53.12,50.57,52.03,1503849
2024-07-10,52.12,52.3,51.21,51.21,585180
2024-07-11,51.66,51.66,51.03,51.12,561841
2024-07-12,51.3,51.3,50.57,50.85,481863
2024-07-15,51.21,51.21,50.57,50.66,403189
2024-07-16,50.66,50.94,50.48,50.66,889460
2024-07-17,50.66,50.94,48.76,49.03,1129315
2024-07-18,49.21,50.39,48.58,49.3,1204348
2024-07-19,49.3,50.21,49.3,50.12,729070
2024-07-22,50.12,51.3,49.67,50.57,991338
2024-07-23,50.57,50.57,49.67,49.67,440069
2024-07-24,49.85,49.85,48.94,49.57,383745
2024-07-25,49.85,49.85,48.76,49.03,416835
2024-07-26,49.67,50.57,49.48,49.94,1302739
2024-07-29,50.39,50.48,49.85,49.85,427869
2024-07-30,49.67,50.39,49.67,49.76,714980
2024-07-31,49.76,50.48,49.67,50.3,926790
2024-08-01,50.66,52.21,49.94,49.94,1287112
2024-08-02,49.94,50.3,49.48,50.03,597713
2024-08-05,49.67,49.85,47.21,47.21,1610509
2024-08-06,47.94,49.03,47.3,48.39,739511
2024-08-07,48.94,48.94,47.85,48.03,704520
2024-08-08,48.12,48.85,47.94,47.94,892690
2024-08-09,48.49,49.21,48.39,48.67,471196
2024-08-12,48.85,49.39,48.49,49.03,543216
2024-08-13,49.48,49.76,48.85,49.3,733098
2024-08-14,49.39,51.48,49.3,50.57,1650379
2024-08-15,50.66,51.3,50.57,50.57,900634
2024-08-16,50.48,51.3,50.39,51.12,947192
2024-08-19,51.12,52.48,50.94,52.48,1179493
2024-08-20,52.48,53.12,52.03,52.66,971449
2024-08-21,52.66,52.66,51.94,52.12,778118
2024-08-22,52.3,52.48,51.39,51.75,787152
2024-08-23,51.39,52.21,51.39,51.66,651830
2024-08-26,51.66,52.39,51.48,51.48,579282
2024-08-27,51.48,52.12,51.48,51.75,693562
2024-08-28,51.84,52.75,51.75,52.12,998976
2024-08-29,52.12,52.84,52.12,52.12,825079
2024-08-30,52.39,53.12,52.12,52.21,1405777
2024-09-04,51.94,52.39,51.75,51.94,698805
2024-09-05,52.03,52.84,51.48,51.75,824912
2024-09-06,51.75,52.03,51.48,51.48,454555
2024-09-09,51.48,51.66,50.48,51.03,1130284
2024-09-10,51.39,51.66,50.21,50.21,1290342
2024-09-11,50.57,50.57,49.94,50.3,650046
2024-09-12,51.21,51.3,50.21,50.3,626039
2024-09-13,50.39,51.12,50.39,50.94,538500
2024-09-16,50.57,51.21,50.57,50.66,567335
2024-09-17,50.57,51.3,50.57,51.3,361624
2024-09-18,51.3,51.39,50.94,50.94,467194
2024-09-19,51.12,51.48,51.03,51.3,359188
2024-09-20,51.57,52.12,51.3,52.12,946980
2024-09-23,52.21,52.48,51.84,52.12,647059
2024-09-24,52.39,52.48,51.94,52.21,598950
2024-09-25,52.21,52.39,52.03,52.12,337827
2024-09-26,52.21,53.12,52.21,52.75,1092122
2024-09-27,52.93,53.39,52.57,53.12,794975
2024-09-30,53.39,53.39,52.39,52.48,551979
2024-10-01,52.66,52.66,52.3,52.48,559796
2024-10-02,52.48,52.48,51.57,51.66,635976
2024-10-03,51.94,52.39,51.57,51.57,606980
2024-10-04,51.57,51.75,51.39,51.39,381631
2024-10-07,51.39,51.84,51.3,51.48,415370
2024-10-08,51.48,51.66,50.94,51.12,515238
2024-10-09,51.21,51.39,50.76,51.21,614267
2024-10-10,51.39,52.57,51.3,52.39,686131
2024-10-11,52.57,52.84,52.12,52.21,379916
2024-10-14,52.3,52.39,51.84,51.94,335870
2024-10-15,51.94,52.84,51.84,51.84,643033
2024-10-16,51.84,52.48,51.84,52.48,532258
2024-10-17,52.66,52.66,51.66,52.03,295177
2024-10-18,52.21,52.75,52.03,52.12,245623
2024-10-21,52.12,52.3,51.3,51.39,646129
2024-10-22,51.21,51.3,50.76,50.85,646802
2024-10-23,50.85,51.3,50.48,50.85,369549
2024-10-24,50.85,50.85,50.57,50.76,228441
2024-10-25,50.76,50.85,50.12,50.39,449639
2024-10-28,50.48,50.48,50.21,50.39,239241
2024-10-29,50.39,50.57,50.12,50.3,258706
2024-10-30,50.39,50.57,50.03,50.12,357569
2024-10-31,50.21,51.03,50.12,50.12,486669
2024-11-01,50.48,50.94,50.21,50.21,437469
2024-11-04,50.76,50.94,50.39,50.39,457210
2024-11-05,50.76,50.94,50.3,50.39,271783
2024-11-06,50.57,50.85,50.39,50.66,391840
2024-11-07,50.85,50.94,50.48,50.48,294992
2024-11-08,50.57,50.76,50.12,50.12,516840
2024-11-11,50.21,50.66,50.12,50.21,446755
2024-11-12,50.3,52.12,50.3,51.39,1042873
2024-11-13,51.48,51.75,51.12,51.57,314754
2024-11-14,51.57,51.57,50.85,50.94,298923
2024-11-15,50.85,50.94,50.39,50.39,386405
2024-11-18,51.12,51.12,50.21,50.39,471821
2024-11-19,50.85,50.85,49.94,49.94,497799
2024-11-20,49.67,50.39,49.67,50.39,414956
2024-11-21,50.48,50.48,50.03,50.21,243542
2024-11-22,50.21,50.85,50.21,50.3,382698
2024-11-25,50.76,50.85,50.39,50.39,389157
2024-11-26,50.48,51.12,50.48,50.94,718632
2024-11-27,50.94,51.39,50.94,50.94,433356
2024-11-28,51.21,51.3,50.39,50.39,342689
2024-11-29,50.39,50.94,50.12,50.94,436443
2024-12-02,51.03,51.66,50.85,51.03,355817
2024-12-03,51.03,51.12,50.66,51.03,374807
2024-12-04,51.03,52.66,50.85,52.12,1382180
2024-12-05,52.3,52.66,51.66,52.21,677051
2024-12-06,52.39,53.12,52.03,52.39,1070661
2024-12-09,52.39,52.57,51.94,52.21,462824
2024-12-10,52.21,52.93,52.12,52.75,735884
2024-12-11,52.84,53.03,52.3,52.3,817854
2024-12-12,52.3,52.75,52.21,52.21,507667
2024-12-13,52.21,52.39,51.94,52.12,462050
2024-12-16,52.12,52.3,51.94,52.03,206963
2024-12-17,52.21,52.3,51.75,52.03,340000
2024-12-18,52.03,52.3,52.03,52.12,270169
2024-12-19,51.75,52.03,51.21,51.66,770702
2024-12-20,51.66,51.84,51.21,51.3,778955
2024-12-23,51.75,52.75,51.48,51.94,588678
2024-12-24,52.03,52.21,51.75,51.94,511338
2024-12-25,52.21,52.48,51.94,52.12,845934
2024-12-26,51.93,52.68,51.93,52.4,867303
2024-12-27,52.49,52.49,51.83,52.49,633109
