feature,importance
return_1d_std_20,0.04991665588698998
return_1d_std_10,0.042555972344700606
volatility_20d,0.04078531181354564
return_1d_min_10,0.0375384449767554
return_1d_min_20,0.031203433271171095
return_1d_max_20,0.027577158657496124
hl_range,0.025083451734612495
sma20_vs_sma50,0.02502032621051098
volatility_5d,0.022969472742386175
return_1d_max_10,0.02060140834877684
return_1d_std_5,0.020588376714091784
price_vs_sma50,0.020186273834422442
return_1d_max_5,0.018408902632328302
macd_diff_lag5,0.018150740073684273
return_1d_mean_20,0.017563402440816965
sma_50,0.017531816822823714
return_20d,0.016455864530426488
sma_20,0.016220494825630753
return_1d_min_5,0.015977259465177973
price_vs_sma20,0.01579616406186736
macd_signal,0.015504034590256963
sma_10,0.015489301793393202
sma_5,0.014887917482032768
macd,0.014288505406996494
volume_min_20,0.014021735766018981
sma5_vs_sma20,0.0137777986521129
volume_std_20,0.01352280996137124
volume_std_10,0.013206096911452995
return_1d_mean_10,0.013062538305426316
volume_min_10,0.012804525763517611
volume_max_20,0.01265671005013807
macd_diff_lag3,0.012587636549481196
return_10d,0.012552130351639667
momentum_20,0.012377898898020373
volume_min_5,0.01234320575758264
volume_mean_20,0.01207639652058896
volume_max_5,0.011834825489727164
rsi_14_lag5,0.011792321722880798
volume_max_10,0.011720978561298537
volume_mean_10,0.011620814349840667
macd_diff_lag2,0.011277611794600236
macd_diff,0.011114879331669388
macd_diff_lag1,0.011114265084488723
volume_ma_5,0.011085211967269986
volume_mean_5,0.010924829849964608
rsi_14_lag2,0.010681261900373403
return_1d_mean_5,0.010600529984565815
price_vs_sma5,0.010431498345251946
rsi_14_lag3,0.010412650030719145
return_5d,0.010205305528459895
momentum_10,0.010122560121920567
rsi_14,0.009915144455834435
volume_vs_ma,0.009362734628553183
rsi_14_lag1,0.009210281529954178
volume_std_5,0.008851662055606665
momentum_5,0.008617385769014248
return_1d_lag5,0.008172315080444999
return_1d,0.00811691141454543
volume_change_lag5,0.007589127950888381
volume_change,0.007440583290351358
volume_change_lag1,0.007392797933654876
volume_change_lag3,0.007236686548885763
return_1d_lag1,0.007137954981529276
return_1d_lag3,0.007012577599251914
return_1d_lag2,0.006878846935001849
volume_change_lag2,0.006835271615206966
