date,symbol,action,price,shares,cost,pnl,reason,proceeds,return_pct,cumulative_pnl,portfolio_value
2024-12-31,CTG,BUY,25.93,385600,9998608.0,0.0,Score=7.4,,0.0,0.0,100000000.0
2025-04-09,CTG,SELL,23.18,385600,,-1060400.0,STOP_LOSS,8938208.0,-1.0604,-1060400.0,98939600.0
2024-12-31,SAB,BUY,52.21,189500,9893795.0,0.0,Score=7.4,,-1.0604,-1060400.0,98939600.0
2025-02-11,SAB,SELL,48.54,189500,,-695465.0,STOP_LOSS,9198330.0,-1.7558649999999998,-1755865.0,98244135.0
2024-12-31,NT2,BUY,19.49,504000,9822960.0,0.0,Score=6.8,,-1.7558649999999998,-1755865.0,98244135.0
2025-04-03,NT2,SELL,18.0,504000,,-750960.0,STOP_LOSS,9072000.0,-2.506825,-2506825.0,97493175.0
2024-12-31,BID,BUY,37.14,262500,9749250.0,0.0,Score=6.4,,-2.506825,-2506825.0,97493175.0
2025-04-08,BID,SELL,33.13,262500,,-1052625.0,STOP_LOSS,8696625.0,-3.55945,-3559450.0,96440550.0
2024-12-31,SHB,BUY,7.87,1225400,9643898.0,0.0,Score=6.2,,-3.55945,-3559450.0,96440550.0
2025-03-14,SHB,SELL,9.12,1225400,,1531749.9999999981,TAKE_PROFIT,11175647.999999998,-2.0277000000000016,-2027700.0000000019,97972300.0
2024-12-31,STB,BUY,36.9,265500,9796950.0,0.0,Score=6.2,,-2.0277000000000016,-2027700.0000000019,97972300.0
2025-04-09,STB,SELL,33.1,265500,,-1008900.0,STOP_LOSS,8788050.0,-3.0366000000000017,-3036600.000000002,96963400.0
2024-12-31,VNM,BUY,58.49,165700,9691793.0,0.0,Score=6.2,,-3.0366000000000017,-3036600.000000002,96963400.0
2025-04-03,VNM,SELL,52.12,165700,,-1055509.0,STOP_LOSS,8636284.0,-4.092109000000002,-4092109.000000002,95907891.0
2024-12-31,MWG,BUY,60.13,159500,9590735.0,0.0,Score=6.2,,-4.092109000000002,-4092109.000000002,95907891.0
2025-02-11,MWG,SELL,55.6,159500,,-722535.0,STOP_LOSS,8868200.0,-4.814644000000002,-4814644.000000002,95185356.0
2024-12-31,FRT,BUY,148.48,64100,9517568.0,0.0,Score=6.2,,-4.814644000000002,-4814644.000000002,95185356.0
2025-03-24,FRT,SELL,137.6,64100,,-697408.0,STOP_LOSS,8820160.0,-5.512052000000002,-5512052.000000002,94487948.0
2024-12-31,PNJ,BUY,95.73,98700,9448551.0,0.0,Score=6.2,,-5.512052000000002,-5512052.000000002,94487948.0
2025-03-13,PNJ,SELL,88.54,98700,,-709653.0,STOP_LOSS,8738898.0,-6.221705000000002,-6221705.000000002,93778295.0
2024-12-31,VGI,BUY,90.79,103200,9369528.0,0.0,Score=6.0,,-6.221705000000002,-6221705.000000002,93778295.0
2025-01-10,VGI,SELL,84.36,103200,,-663576.0,STOP_LOSS,8705952.0,-6.885281000000002,-6885281.000000002,93114719.0
