feature,importance
return_1d_std_20,0.04776968277291271
return_1d_std_10,0.04580518349465418
volatility_20d,0.04213746152268873
return_1d_min_10,0.03882437908067299
return_1d_min_20,0.03129368992199039
return_1d_max_20,0.030365111239977125
hl_range,0.02567889384202898
sma20_vs_sma50,0.024180004363848505
volatility_5d,0.023291154455601676
price_vs_sma50,0.02296175431786721
return_1d_std_5,0.02124987177393825
return_1d_mean_20,0.019983951081545173
return_1d_max_10,0.019843846286125823
return_1d_min_5,0.018094542871350094
sma_50,0.01659806155280363
macd_diff_lag5,0.01638191634514128
macd_signal,0.01625666794867424
sma_10,0.01604242104477994
sma_20,0.01600541242613687
return_1d_max_5,0.015926937944181464
return_20d,0.015619828988028913
sma_5,0.015614953933790667
macd,0.014648300256172338
return_1d_mean_10,0.014155434580147373
price_vs_sma20,0.013918561464115752
volume_min_20,0.013728129495091976
volume_std_10,0.01337206473151491
volume_std_20,0.013356772216857627
macd_diff_lag3,0.013047150771592277
volume_max_10,0.012934246564121501
volume_min_10,0.012800536245134646
momentum_20,0.012487294357742526
sma5_vs_sma20,0.012396010009644472
volume_mean_20,0.012222138608748849
volume_min_5,0.012219283852920974
return_10d,0.01220943977503678
volume_max_20,0.011630099098910534
macd_diff,0.011621466063115078
volume_mean_10,0.011483057946051773
volume_max_5,0.011410470150726104
macd_diff_lag2,0.011361818302893272
macd_diff_lag1,0.011183933834689241
rsi_14_lag5,0.010943575363533133
return_1d_mean_5,0.010927336909052945
rsi_14_lag2,0.01037220552412988
volume_std_5,0.01025778342072811
return_5d,0.010133646902892002
volume_ma_5,0.010070999251425714
momentum_10,0.010041604670512651
rsi_14_lag3,0.01003738709976318
price_vs_sma5,0.009918048136625952
volume_mean_5,0.009656029511200388
momentum_5,0.009164439401319127
rsi_14_lag1,0.00887129997081597
rsi_14,0.008504518276037541
return_1d,0.008022975014713636
volume_vs_ma,0.007972238778536839
return_1d_lag5,0.007897011736579218
volume_change_lag5,0.00785596897191291
volume_change_lag1,0.007105841143293903
return_1d_lag2,0.006952488264549681
volume_change,0.006934698624878911
volume_change_lag3,0.006881516626410421
volume_change_lag2,0.006577898061671025
return_1d_lag1,0.006409721685193717
return_1d_lag3,0.006378831120256381
