feature,importance
return_1d_std_20,0.05170758114140628
volatility_20d,0.04223538024624979
return_1d_std_10,0.041958430764677576
return_1d_min_10,0.03839573486127096
return_1d_min_20,0.0333848045337859
return_1d_max_20,0.028717457497151367
sma20_vs_sma50,0.025400654812957172
price_vs_sma50,0.02241198457280623
return_1d_std_5,0.021730612311047594
hl_range,0.021645304904580578
return_1d_max_10,0.02130680973817796
volatility_5d,0.01922007190263305
macd_diff_lag5,0.01820154192101433
return_1d_min_5,0.017306653379609648
return_1d_mean_20,0.01718627486889987
sma_50,0.01656190557703615
return_1d_max_5,0.016234870475564458
sma_10,0.016093240025286778
sma_5,0.015742273809460784
price_vs_sma20,0.015255699463320107
sma_20,0.01505906109850907
return_20d,0.01488769264506234
sma5_vs_sma20,0.014402262881650925
volume_std_20,0.014127694786489193
macd_signal,0.013946231834921372
macd_diff_lag3,0.013728942507362092
volume_min_20,0.013465538763937707
volume_min_10,0.013385544149807227
macd,0.01334896913980319
macd_diff_lag2,0.01312106223686877
return_1d_mean_10,0.013087471332436117
volume_std_10,0.013036689837050834
momentum_20,0.012904418735677697
macd_diff_lag1,0.01267772059512309
volume_mean_20,0.012555032706847885
return_10d,0.012427993441293708
volume_max_20,0.012155101321455869
macd_diff,0.011581793970613333
rsi_14_lag5,0.011445961573565377
volume_max_10,0.01129010278129404
volume_min_5,0.01099532077874412
rsi_14_lag1,0.010715776021097856
price_vs_sma5,0.01071242638633505
rsi_14_lag3,0.01068555002610334
volume_mean_10,0.010553293051051717
return_1d_mean_5,0.010546104079503394
rsi_14,0.010512416858976591
volume_max_5,0.01034326688686727
volume_std_5,0.010343226375978785
return_5d,0.010102718872470093
volume_vs_ma,0.010086402571353362
volume_ma_5,0.009977738226903312
rsi_14_lag2,0.009723415781818692
volume_mean_5,0.009353781436274904
momentum_10,0.009258471583705258
momentum_5,0.00904873378984096
return_1d,0.00834631006943779
return_1d_lag5,0.007852430957179106
volume_change_lag1,0.00782358966925224
volume_change,0.007715460244169478
return_1d_lag3,0.007487857694739058
volume_change_lag5,0.007251140460531214
return_1d_lag2,0.007085105504458834
volume_change_lag2,0.006811157011171152
volume_change_lag3,0.00676914135106345
return_1d_lag1,0.0065665911642665345
